siteenergyusekWh,totalghgemissions,log_totalghgemissions,log_siteenergyusekwh,haversinedistance,yearbuilt,is_using_electricitykWh,is_using_naturalgaskWh,is_using_steamusekWh,largestpropertyusetypegfa,numberofbuildings,numberoffloors,propertygfabuildings,buildingtype,primarypropertytype
483649.1055962975,31.47,3.4803165861147547,13.089117001942723,7.118672956517063,1990,1.0,1.0,0.0,54986.0,1.0,2,54986.0,SPS-District K-12,K-12 School
1813072.8913188048,130.56,4.8794630213208565,14.410534245287497,7.719558196604915,1961,1.0,1.0,0.0,55586.0,1.0,2,94900.0,NonResidential,Small- and Mid-Sized Office
864949.8073619375,83.86,4.441002839774179,13.670427914195045,3.2705797270317225,1900,1.0,1.0,0.0,51029.0,1.0,2,52554.0,NonResidential,Small- and Mid-Sized Office
2049956.082707335,247.85,5.516850305304563,14.53332941563073,9.200520935690125,1954,1.0,1.0,0.0,175015.0,1.0,3,175015.0,NonResidential,K-12 School
632631.71076303,45.43,3.8379458020318302,13.357645296962993,1.652332173286413,1911,1.0,1.0,0.0,38439.0,1.0,3,70586.0,NonResidential,Self-Storage Facility
4736964.56019758,295.33,5.691473698188603,15.37090731149685,0.3747902463246201,1969,1.0,1.0,0.0,348630.0,1.0,24,126240.0,NonResidential,Hotel
2794772.90796227,66.48,4.211831257677767,14.843261769693806,0.659465630825373,1973,1.0,0.0,0.0,103362.0,1.0,5,168115.0,NonResidential,Large Office
365565.71601733996,33.26,3.5339784928959737,12.80920407507792,0.655903564412712,1920,1.0,1.0,0.0,51747.0,1.0,2,57428.0,NonResidential,Other
1486448.8471921799,35.36,3.5934692693092782,14.211901181996215,0.6466605635135613,1910,1.0,0.0,0.0,34947.0,1.0,8,59400.0,NonResidential,Small- and Mid-Sized Office
4403743.33974972,584.31,6.372141621406648,15.297965723311687,0.4977441472444875,1926,1.0,1.0,0.0,23500.0,1.0,2,52549.0,NonResidential,Mixed Use Property
1418858.892066825,59.19,4.0975062255596795,14.165364214175614,0.7016476485367688,1930,1.0,1.0,0.0,83591.0,1.0,20,88591.0,NonResidential,Hotel
23583199.23518112,2451.58,7.804895810683244,16.97604516206568,0.5282085835778653,1982,1.0,1.0,1.0,994212.0,1.0,34,847518.0,NonResidential,Hotel
1567434.64132063,134.38,4.908085639080461,14.264951492477646,0.8122363666065935,1985,1.0,1.0,0.0,41340.0,1.0,7,71150.0,NonResidential,Hotel
1582958.176291925,227.18,5.430134791168223,14.274806549706812,0.9017584548679631,1908,1.0,1.0,0.0,88360.0,1.0,7,122810.0,NonResidential,Hotel
1548688.203792545,144.79,4.982167230116731,14.252919456138072,1.7664428229655118,1959,1.0,1.0,0.0,70627.0,1.0,5,70627.0,NonResidential,Hotel
1968027.03934009,199.95,5.30305612089521,14.492542604125,1.730376252157303,2000,1.0,1.0,0.0,107547.0,1.0,7,115718.0,NonResidential,Hotel
1707899.648712185,162.39,5.096139981042732,14.35077548343752,1.76793660311545,1997,1.0,1.0,0.0,88490.0,1.0,6,88100.0,NonResidential,Hotel
2003697.598483,152.76,5.035392945221982,14.510505329917102,2.579808266538041,1998,1.0,1.0,0.0,155602.0,1.0,6,118858.0,NonResidential,Hotel
948022.7071153924,146.34,4.9927428412546675,13.762134788430165,3.623288565422267,1911,1.0,1.0,0.0,56072.0,1.0,3,56072.0,NonResidential,K-12 School
1564218.18632738,171.64,5.151208501509824,14.262897334978641,2.3089168491763554,1999,1.0,1.0,0.0,78051.0,1.0,4,78051.0,NonResidential,Hotel
989176.69924577,87.98,4.488411625377895,13.804629270143339,1.7048034385549709,1962,1.0,1.0,0.0,54984.0,1.0,2,54984.0,NonResidential,Small- and Mid-Sized Office
12541118.328557039,1727.11,7.454783604745361,16.344523349836034,6.315570690885822,1922,1.0,1.0,0.0,296313.0,1.0,5,217603.0,NonResidential,Senior Care Community
4807116.68915241,609.1,6.413622878157807,15.385608229445632,13.249013739528746,1970,1.0,1.0,0.0,93397.0,1.0,2,93397.0,NonResidential,Senior Care Community
1086150.7657947675,67.06,4.22038966907276,13.898151517221239,1.5211467811956036,2008,1.0,1.0,0.0,63371.0,1.0,6,63371.0,NonResidential,Hotel
4894596.05897885,430.84,6.068055149269695,15.403642513700277,1.060590891428601,1965,1.0,1.0,0.0,179014.0,0.0,3,179014.0,NonResidential,Medical Office
2127332.120466595,262.75,5.575001684790276,14.570379697089502,0.4957606721919087,1908,1.0,1.0,0.0,76631.0,1.0,7,76631.0,NonResidential,Hotel
4534722.95542519,481.97,6.179954539922313,15.327274769871718,0.4971160005901534,1983,1.0,0.0,1.0,40174.0,1.0,6,90439.0,NonResidential,Mixed Use Property
307650.95275977877,39.06,3.6903783302376723,12.636724399490532,1.8525123151562095,1929,1.0,1.0,0.0,72072.0,1.0,2,58320.0,NonResidential,Retail Store
4043195.0004507797,138.85,4.940570419647969,15.212546026411674,2.0324045723525637,2010,1.0,1.0,0.0,261826.0,1.0,5,316306.0,NonResidential,Large Office
5702959.04473528,526.85,6.268812152435704,15.556495904105942,2.2500131827650556,1990,1.0,1.0,0.0,235788.0,1.0,7,238097.0,NonResidential,Hotel
6933761.99756646,607.41,6.410848996804957,15.75191322488618,2.4099546791383806,1962,1.0,1.0,1.0,368000.0,1.0,1,389000.0,Nonresidential COS,Other
2385937.1534213847,344.2,5.844123959209273,14.685102960692731,2.4099546791383806,1962,1.0,0.0,1.0,65000.0,1.0,1,91213.0,Nonresidential COS,Other
6141311.891697819,804.2,6.691090693765636,15.63054910327522,2.4099546791383806,1938,1.0,0.0,1.0,278500.0,1.0,5,396085.0,Nonresidential COS,Other
11607339.97446016,617.52,6.427329527607229,16.26714829854202,1.6884967156192274,2010,1.0,1.0,0.0,598801.0,1.0,12,571329.0,NonResidential,Large Office
799019.8800448299,101.83,4.6330771392411,13.591142357128899,2.4195049252546657,1962,1.0,0.0,1.0,52000.0,1.0,2,52000.0,Nonresidential COS,Other
256713.64385371938,6.11,1.9615022438151495,12.455720411799023,2.4195049252546657,1928,1.0,0.0,0.0,108000.0,1.0,1,60696.0,Nonresidential COS,Other
6073384.46523536,490.73,6.197929785369379,15.619426744829122,2.4484523379974927,1928,1.0,0.0,1.0,296000.0,1.0,2,262048.0,Nonresidential COS,Other
1221023.8306351874,29.04,3.402529826895934,14.015201089196617,2.316314620839061,1986,1.0,0.0,0.0,45900.0,0.0,2,63888.0,NonResidential,Small- and Mid-Sized Office
10746049.818817079,674.09,6.514846015317764,16.190048879351206,2.2035821835407625,2010,1.0,1.0,0.0,729584.0,1.0,6,616891.0,NonResidential,Large Office
1018777.316922375,48.76,3.907211448430924,13.834114738902938,2.5360407360154773,1970,1.0,1.0,0.0,48546.0,1.0,4,50283.0,NonResidential,Small- and Mid-Sized Office
1510947.976753295,152.14,5.031352535684977,14.228248472817949,2.637896733498858,2002,1.0,1.0,0.0,59976.0,1.0,6,59976.0,NonResidential,Hotel
1596936.9336532499,191.2,5.258536496536192,14.28359856210456,5.831448646999225,1962,1.0,1.0,0.0,50017.0,2.0,4,50017.0,NonResidential,Hotel
775723.66069053,78.85,4.380149874661021,13.561552917504537,2.7899652596016065,1923,1.0,1.0,0.0,67743.0,1.0,3,67743.0,NonResidential,K-12 School
1822855.603635405,243.23,5.498110404253996,14.415915391014263,3.0676276263519813,1908,1.0,1.0,0.0,194104.0,1.0,6,194104.0,NonResidential,K-12 School
1435391.7638031999,34.14,3.559340082758951,14.176949072724772,3.3765699091751253,2003,1.0,0.0,0.0,63681.0,1.0,3,63681.0,NonResidential,Small- and Mid-Sized Office
1863238.0129062398,44.32,3.8137484361598055,14.437826935990335,7.778911519790983,1941,1.0,0.0,0.0,49000.0,1.0,4,56521.0,NonResidential,Other
1246600.509252925,133.58,4.9021588177601725,14.035931614051586,7.790979214756324,1929,1.0,1.0,0.0,119146.0,1.0,2,206934.0,NonResidential,Other
1058437.30600566,127.29,4.854293326261249,13.872305083499137,13.960459533348644,2001,1.0,1.0,0.0,51390.0,1.0,4,51390.0,NonResidential,Hotel
3448181.0130197397,443.73,6.09746735645105,15.053357697371247,13.29253373901889,1959,1.0,1.0,0.0,245587.0,1.0,1,245587.0,SPS-District K-12,K-12 School
950270.63549006,89.02,4.500031867864786,13.764503154800733,13.28863685186255,2002,1.0,1.0,0.0,70609.0,1.0,3,69138.0,NonResidential,Hotel
1906718.9160646498,142.39,4.965568190726947,14.460895002303827,0.38522023814261697,1904,1.0,1.0,0.0,190980.0,1.0,5,190980.0,NonResidential,Hotel
4291000.65754714,429.12,6.064064239522326,15.27203075025817,0.4009820514189095,1998,1.0,1.0,1.0,189750.0,1.0,6,284100.0,Nonresidential COS,Other
19955422.51203896,1990.5,7.596643402621699,16.809011519594254,7.675254591046521,1954,1.0,1.0,0.0,302661.0,4.0,5,285333.0,NonResidential,Hospital
2744134.0369901797,176.75,5.18037806868335,14.824976478348171,0.6485436391850385,2006,1.0,1.0,0.0,42755.0,1.0,4,61156.0,Nonresidential COS,Other
589206.0881351987,46.26,3.8556642717587617,13.286532993598724,1.1385469242616286,1910,1.0,1.0,0.0,58000.0,1.0,4,59000.0,NonResidential,Other
2329024.3635182697,228.4,5.435467204695271,14.660960439111289,2.472591321261198,1996,1.0,1.0,0.0,113702.0,1.0,4,148022.0,NonResidential,Hotel
896726.5510010599,74.33,4.321878461837604,13.706507361349438,1.2435037788054988,1915,1.0,1.0,0.0,64820.0,1.0,3,63330.0,NonResidential,University
11225133.09694608,866.23,6.765304224182961,16.233665937797056,6.7680743001175205,1970,1.0,1.0,0.0,483000.0,27.0,2,441071.0,Campus,University
4782871.5056734495,222.02,5.407261453537216,15.380551866583444,9.478534167435319,2002,1.0,1.0,0.0,92300.0,1.0,2,96300.0,NonResidential,Small- and Mid-Sized Office
2190875.496792925,204.08,5.3234001469155,14.599812248569368,1.437107583640421,1950,1.0,1.0,0.0,68359.0,1.0,1,67356.0,Nonresidential COS,Other
1246539.550470365,61.21,4.130515758526928,14.035882712881005,8.36917173938602,1958,1.0,1.0,0.0,25765.0,1.0,1,54765.0,NonResidential,Small- and Mid-Sized Office
571515.695573975,100.46,4.6196646321385435,13.25604897539305,8.476626554687693,2009,1.0,1.0,0.0,46483.0,1.0,5,89821.0,NonResidential,Other
1206535.9355575049,104.26,4.656433479925633,14.0032647773851,5.486439226858629,1980,1.0,1.0,0.0,52611.0,1.0,2,52611.0,NonResidential,University
1303750.833258275,129.39,4.87052995943538,14.080756691438623,5.471061460586345,2001,1.0,1.0,0.0,135520.0,1.0,4,102100.0,NonResidential,Residence Hall
2448898.490602695,222.78,5.410663426379575,14.711149294096876,11.624224334334599,2011,1.0,1.0,0.0,238550.0,1.0,2,236758.0,SPS-District K-12,K-12 School
3830937.1057189996,422.39,6.048293740094025,15.15862026738391,1.2576047892977165,1971,1.0,1.0,1.0,137565.0,3.0,6,250981.0,NonResidential,Other
19148378.639168598,2055.82,7.628916379747266,16.767728655868318,1.1020242943870235,2004,1.0,1.0,0.0,250000.0,1.0,11,230638.0,NonResidential,Other
950159.1952156925,49.58,3.923556241241819,13.7643858759037,7.880488628520806,2007,1.0,1.0,0.0,30000.0,1.0,3,64015.0,NonResidential,Small- and Mid-Sized Office
8123060.81160638,723.47,6.585440353035913,15.910217711459559,11.284885459117925,1951,1.0,1.0,0.0,505103.0,1.0,1,530039.0,NonResidential,Retail Store
2129213.49020046,231.53,5.4490192489615294,14.57126368572464,11.194883407977466,1964,1.0,1.0,0.0,47012.0,1.0,3,54224.0,NonResidential,Other
2569054.5520564597,66.3,4.209160236650682,14.759048899858405,11.12819934493839,1965,1.0,1.0,0.0,122000.0,1.0,4,124342.0,NonResidential,Retail Store
74390951.82521647,8145.52,9.005346121182038,18.124844890597615,7.302383525249743,1953,1.0,1.0,0.0,879000.0,6.0,10,879000.0,NonResidential,Hospital
935256.6778417275,83.7,4.439115601658009,13.7485773615771,11.494513164925912,1996,1.0,1.0,0.0,28636.0,1.0,3,55442.0,NonResidential,Other
404904.0962351837,51.11,3.9533568689211234,12.911407988345548,1.3149452450020531,1910,1.0,1.0,0.0,85521.0,1.0,5,84870.0,NonResidential,Self-Storage Facility
10518755.61976788,362.82,5.8966592398340705,16.168670566251336,10.359907244428317,1970,1.0,1.0,0.0,667335.0,11.0,2,582447.0,Campus,University
615477.8946970925,69.44,4.254761283628006,13.330155934330833,6.162780925183556,1904,1.0,1.0,0.0,114297.0,1.0,4,114297.0,NonResidential,Warehouse
1976564.19960919,297.43,5.698535399469211,14.496871148581427,5.248034927322101,1937,1.0,1.0,0.0,234144.0,1.0,1,234144.0,NonResidential,Warehouse
862888.0523844875,35.78,3.604954219176175,13.668041401412195,9.649389088074214,1966,1.0,1.0,0.0,65425.0,1.0,1,64984.0,NonResidential,Retail Store
2705111.33094861,369.14,5.913881312449602,14.810653996553397,9.649389088074214,1965,1.0,1.0,0.0,67782.0,1.0,1,67745.0,NonResidential,Retail Store
3594667.89822212,272.85,5.61258051122973,15.094962444262135,8.918335774017715,2010,1.0,1.0,0.0,367884.0,1.0,2,367884.0,SPS-District K-12,K-12 School
542550.895583735,59.34,4.099995233730915,13.204039019883805,9.289656440792504,1973,1.0,1.0,0.0,56000.0,1.0,3,56000.0,NonResidential,Other
403711.113810865,48.99,3.911822985425479,12.908457313353589,7.59741987311601,1969,1.0,1.0,0.0,52088.0,1.0,2,52088.0,NonResidential,Self-Storage Facility
2747007.5988315297,309.6,5.738505910714586,14.826023095335172,2.625211947218806,1998,1.0,1.0,0.0,123920.0,1.0,5,93920.0,NonResidential,Hotel
2212336.94471349,225.69,5.423583445380434,14.609560407854415,2.402362308086591,1900,1.0,1.0,0.0,43000.0,1.0,1,50000.0,Nonresidential COS,Other
126159.38420247062,3.0,1.3862943611198906,11.745309266991118,2.2874690473764736,1926,1.0,0.0,0.0,42345.0,1.0,2,50292.0,Nonresidential COS,Warehouse
3274186.47718716,338.16,5.826471972435803,15.001580297701143,2.484168996722428,1998,1.0,1.0,0.0,141591.0,1.0,7,153315.0,NonResidential,Hotel
2776074.09448306,175.77,5.174849452547792,14.836548651569702,10.501939128304196,1957,1.0,1.0,0.0,57968.0,1.0,2,91130.0,Nonresidential COS,Small- and Mid-Sized Office
1816403.20442275,208.26,5.343577497952901,14.412369392904173,11.448630529263353,1968,1.0,1.0,0.0,64893.0,1.0,4,64893.0,NonResidential,Hotel
491480.8437999075,28.27,3.3765631007037946,13.105180277500285,0.6174594685769484,1900,1.0,1.0,0.0,34416.0,1.0,3,44558.0,NonResidential,Small- and Mid-Sized Office
17513176.8812608,892.63,6.795291819259501,16.67846417730142,1.1970683076696083,1999,1.0,1.0,0.0,1585960.0,1.0,6,1258280.0,NonResidential,Other
2765538.1895165597,96.43,4.57913417143725,14.832746179177631,3.815729249630937,1924,1.0,1.0,0.0,117476.0,1.0,2,179161.0,Nonresidential COS,Distribution Center
1151386.9206214175,27.39,3.34603697048488,13.956478660133047,3.815729249630937,1965,1.0,0.0,0.0,40831.0,1.0,2,58640.0,Nonresidential COS,Warehouse
17221238.23787528,1246.55,7.128936906982807,16.66165401940791,1.710253830200361,1999,1.0,1.0,0.0,1172127.0,1.0,3,1172127.0,NonResidential,Other
3729853.66989423,388.37,5.964530048367777,15.131879828366095,1.5071462134781972,2005,1.0,1.0,0.0,135006.0,1.0,9,153882.0,NonResidential,Hotel
706712.2376079075,16.81,2.87976009730157,13.468380258083966,3.9498980583934533,1916,1.0,0.0,0.0,79600.0,0.0,4,79600.0,NonResidential,Warehouse
15669538.28923188,748.55,6.619473026458324,16.567229213085177,9.227851547698382,1980,1.0,1.0,0.0,240984.0,14.0,2,302494.0,Campus,Large Office
2677193.38082041,162.41,5.096262380063693,14.800279931304736,10.754538320584867,2008,1.0,1.0,0.0,335109.0,1.0,6,84739.0,NonResidential,Other
3094217.9806637,92.91,4.542336876816522,14.945046083520058,2.7414718015192796,2002,1.0,1.0,0.0,58563.0,1.0,4,110785.0,NonResidential,Mixed Use Property
2942469.00439947,279.35,5.636038822569682,14.894759924147692,1.0481815669748618,2003,1.0,1.0,0.0,81740.0,1.0,7,116947.0,Multifamily MR (5-9),Mid-Rise Multifamily
19063477.12247388,1638.46,7.402122198304855,16.763284922358416,0.733861306097586,1999,1.0,1.0,0.0,495536.0,1.0,0,934292.0,NonResidential,Hotel
42033139.10631568,4906.33,8.498485284694775,17.553968915261603,1.6849687309629438,1990,1.0,1.0,0.0,601615.0,6.0,5,597519.0,NonResidential,Hospital
160949.17319532126,9.63,2.363680192353857,11.9888501128079,5.036196026822697,1991,1.0,1.0,0.0,67236.0,1.0,3,67236.0,NonResidential,Warehouse
85896429.67401887,10734.57,9.2813178062484,18.26865283398429,0.6711234026126476,2000,1.0,1.0,1.0,1350182.0,9.0,8,1158691.0,NonResidential,Hospital
2961594.23628553,193.94,5.272691818909064,14.901238612306535,1.348344407946722,1999,1.0,1.0,0.0,55259.0,1.0,5,90185.0,NonResidential,Senior Care Community
1227841.5429365975,145.31,4.985727658390071,14.0207691571037,0.8823695173744034,1909,1.0,1.0,0.0,50350.0,1.0,6,51976.0,Multifamily MR (5-9),Mid-Rise Multifamily
403742.61895088997,72.88,4.302442155331039,12.908535348938111,6.756344051509446,1928,1.0,1.0,0.0,55500.0,1.0,2,55653.0,NonResidential,K-12 School
3498013.93854933,469.57,6.153944725854957,15.067706205148859,6.288896383359408,1931,1.0,1.0,0.0,106860.0,1.0,16,106860.0,NonResidential,Hotel
922306.96627494,49.09,3.9138213873695253,13.734634466587506,12.845463169830479,1972,1.0,1.0,0.0,47079.0,1.0,5,50759.0,NonResidential,Small- and Mid-Sized Office
714942.4059311824,84.57,4.449334754429963,13.479958665999616,6.381142911883614,1952,1.0,1.0,0.0,56772.0,1.0,2,56772.0,NonResidential,Worship Facility
1422692.847804565,149.93,5.016816153171337,14.16806270832019,6.456055885996862,1952,1.0,1.0,0.0,103000.0,1.0,3,103000.0,NonResidential,Worship Facility
1775251.6301286998,57.21,4.064057161283644,14.389453297597221,0.5374815340647394,1914,1.0,1.0,0.0,109754.0,1.0,7,128766.0,NonResidential,Other
1633139.41678821,254.87,5.5446695029991275,14.306015355266469,0.19363728520632784,1913,1.0,0.0,1.0,63934.0,1.0,9,107572.0,NonResidential,Residence Hall
18228192.921298318,433.6,6.074426067822329,16.71848006995856,0.22134496793936298,1955,1.0,0.0,0.0,203000.0,1.0,15,230880.0,NonResidential,Other
582218.3213454213,50.52,3.9419700817960983,13.274602496526606,5.25479833992928,1917,1.0,1.0,0.0,56617.0,1.0,4,56617.0,Multifamily LR (1-4),Low-Rise Multifamily
725046.837014875,59.63,4.1047898200836395,13.493992913749572,13.259789229460603,2009,1.0,1.0,0.0,43673.0,1.0,6,56745.0,Multifamily MR (5-9),Mid-Rise Multifamily
812429.5666559825,23.8,3.2108436531709366,13.607785733111015,8.511971377687198,2003,1.0,1.0,0.0,24600.0,1.0,4,67920.0,Multifamily LR (1-4),Low-Rise Multifamily
957628.47777348,101.41,4.628984364087346,13.772216215723585,5.081677446964907,1973,1.0,1.0,0.0,77810.0,1.0,1,76086.0,NonResidential,Other
8420372.03384714,661.04,6.49532597707234,15.946164688544409,2.5957842471564354,1927,1.0,1.0,0.0,146741.0,1.0,5,151000.0,NonResidential,Medical Office
7459740.1637483,1060.13,6.96708965702724,15.825031275029518,1.5588442083462974,1961,1.0,1.0,0.0,122309.0,1.0,4,122309.0,NonResidential,Hotel
7038913.5529138995,639.39,6.462077365760166,15.766964533422101,1.423419229387935,1995,1.0,1.0,0.0,217088.0,4.0,3,215476.0,Campus,Other
7813053.16447108,780.84,6.6616501160305805,15.871306503563462,1.1914265552139802,2003,1.0,1.0,0.0,277000.0,1.0,8,215473.0,NonResidential,Hotel
4347262.6831393195,301.76,5.712940412440966,15.285057166778454,0.7601676374719554,1980,1.0,1.0,0.0,69400.0,1.0,2,69400.0,Nonresidential COS,Other
3046277.4150330997,377.27,5.935608226353245,14.92943121175104,0.6074615284305728,1900,1.0,1.0,0.0,32494.0,1.0,1,62900.0,NonResidential,Mixed Use Property
404524.12959292874,44.22,3.811539466849824,12.910469138626226,0.4672035658656227,1914,1.0,0.0,1.0,33000.0,1.0,4,56500.0,NonResidential,Small- and Mid-Sized Office
1109356.792527275,26.39,3.3101779832749867,13.919291840564291,1.3821899846950736,2008,1.0,0.0,0.0,159372.0,1.0,4,203504.0,NonResidential,Warehouse
2868789.76511719,68.24,4.237578730308009,14.869401162752668,1.9112014450373889,1968,1.0,0.0,0.0,100734.0,0.0,3,74003.0,NonResidential,Large Office
1467524.36898907,68.19,4.23685634351072,14.199088117750687,1.8096728119054666,1981,1.0,1.0,0.0,62108.0,1.0,4,59158.0,NonResidential,Small- and Mid-Sized Office
5469176.83833842,149.27,5.012433676037635,15.514638859324165,1.5225409360723343,1978,1.0,1.0,0.0,173786.0,1.0,12,212210.0,NonResidential,Large Office
7254999.54196202,172.58,5.156638588216099,15.797201519002286,0.7565211114441042,1989,1.0,0.0,0.0,383942.0,1.0,25,369996.0,NonResidential,Large Office
11741273.45345016,398.19,5.98943749402335,16.27862092298433,0.7464795566535695,1925,1.0,1.0,1.0,361107.0,1.0,10,693450.0,NonResidential,Retail Store
11971294.38573464,313.3,5.750347943803522,16.29802229103848,0.7912943402033944,1976,1.0,1.0,0.0,622034.0,1.0,33,791396.0,NonResidential,Large Office
9080930.193799399,359.11,5.88640954033312,16.02168729970233,0.8974255328374893,2000,1.0,1.0,0.0,542461.0,1.0,23,542671.0,NonResidential,Large Office
1009415.8942688999,170.51,5.144641573943989,13.824883389689887,0.886629705459545,1926,1.0,0.0,1.0,45260.0,1.0,10,55652.0,NonResidential,Small- and Mid-Sized Office
2268281.86740793,100.26,4.617691466541763,14.634533657132087,0.880919180122243,1930,1.0,1.0,0.0,142034.0,1.0,17,174790.0,NonResidential,Large Office
1101069.7684164199,26.19,3.3028492586443794,13.911793690130017,0.8373165590471617,1916,1.0,0.0,0.0,51557.0,1.0,5,73399.0,NonResidential,Small- and Mid-Sized Office
4288577.25286931,563.25,6.335497415697645,15.271465826388333,0.940230617984649,1969,1.0,0.0,1.0,226454.0,1.0,20,233517.0,NonResidential,Large Office
